City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Yangi Marg`ilon,40.4272,71.7189,24.8,50,75,4.61,UZ,1611435054
La Plata,-34.9215,-57.9545,91.99,42,0,1.99,AR,1611435054
Nanortalik,60.1432,-45.2371,23.16,88,0,7.38,GL,1611435054
Swan River,52.1058,-101.2676,5.0,78,99,9.22,CA,1611435054
Ushuaia,-54.8,-68.3,64.4,36,75,19.57,AR,1611435054
Bhor,18.1667,73.85,69.49,51,24,3.0,IN,1611435055
Atuona,-9.8,-139.0333,78.12,80,2,18.41,PF,1611435055
Palmer,42.1584,-72.3287,25.0,47,0,4.0,US,1611434991
Mareeba,-17.0,145.4333,77.0,73,66,8.05,AU,1611435055
Esim,4.8699,-2.2405,79.18,83,37,8.48,GH,1611435055
Puerto Ayora,-0.7393,-90.3518,82.4,74,40,11.5,EC,1611434836
Rikitea,-23.1203,-134.9692,78.89,66,0,9.95,PF,1611435056
Souillac,-20.5167,57.5167,78.8,83,40,2.3,MU,1611435056
Bredasdorp,-34.5322,20.0403,62.6,94,100,9.22,ZA,1611435056
Punta Arenas,-53.15,-70.9167,59.0,47,0,29.93,CL,1611435056
Hilo,19.7297,-155.09,75.2,69,90,5.03,US,1611434811
Kapaa,22.0752,-159.319,73.0,94,90,20.71,US,1611434812
Moquegua,-17.1956,-70.9353,73.87,44,7,12.12,PE,1611435057
Coralville,41.6764,-91.5805,21.0,58,90,8.05,US,1611435057
Karratha,-20.7377,116.8463,82.56,50,0,14.45,AU,1611435057
Abnūb,27.2696,31.1511,51.8,62,0,5.28,EG,1611435058
Hithadhoo,-0.6,73.0833,82.15,67,92,4.41,MV,1611435058
Arraial do Cabo,-22.9661,-42.0278,84.2,74,0,17.27,BR,1611435058
Ilulissat,69.2167,-51.1,19.4,38,20,6.91,GL,1611435058
Sal Rei,16.1833,-22.9167,71.6,68,89,14.97,CV,1611435058
Wanlaweyn,2.6185,44.8938,74.82,75,100,16.22,SO,1611435059
Norman Wells,65.282,-126.8329,-18.4,76,40,8.05,CA,1611435059
Tigil',57.8,158.6667,-6.63,91,100,0.25,RU,1611435059
Asău,46.4333,26.4,39.0,60,82,4.76,RO,1611435059
Krasne,49.9145,24.6134,37.4,93,0,4.47,UA,1611435059
Vaini,-21.2,-175.2,80.6,89,75,3.71,TO,1611435060
Daru,-9.0763,143.2092,76.75,92,100,9.91,PG,1611435060
San Patricio,28.017,-97.5169,69.8,88,90,14.97,US,1611435060
Henties Bay,-22.116,14.2845,71.01,86,100,1.77,NA,1611435060
Ashquelon,31.6693,34.5715,52.0,66,0,2.3,IL,1611435060
Mataura,-46.1927,168.8643,57.0,81,96,7.0,NZ,1611435061
Cayenne,4.9333,-52.3333,78.8,89,75,5.75,GF,1611435061
Maniitsoq,65.4167,-52.9,18.64,78,0,4.52,GL,1611435061
Qaanaaq,77.484,-69.3632,17.6,79,100,3.69,GL,1611435061
Namatanai,-3.6667,152.4333,80.62,75,92,5.21,PG,1611435061
Jamestown,42.097,-79.2353,21.99,73,90,16.11,US,1611435031
Boa Vista,2.8197,-60.6733,82.4,65,75,5.75,BR,1611435062
Zhangye,38.9342,100.4517,22.14,81,97,9.35,CN,1611435062
Los Llanos de Aridane,28.6585,-17.9182,66.2,77,75,8.05,ES,1611435062
Lexington,37.9887,-84.4777,37.0,40,1,9.22,US,1611435062
Airai,-8.9266,125.4092,61.79,100,93,1.57,TL,1611435063
Pahlgām,34.0333,75.3333,20.73,80,99,6.06,IN,1611435063
Pevek,69.7008,170.3133,-12.12,90,100,10.18,RU,1611434826
Kungur,57.4368,56.9593,3.31,93,100,9.93,RU,1611434820
Ponta do Sol,32.6667,-17.1,61.0,78,100,1.01,PT,1611434836
Hobart,-42.8794,147.3294,62.01,82,20,5.75,AU,1611434958
Saint-Philippe,-21.3585,55.7679,78.8,73,75,6.91,RE,1611435063
Petropavlovsk-Kamchatskiy,53.0452,158.6483,-4.0,65,4,8.95,RU,1611435064
Saskylakh,71.9167,114.0833,-34.08,80,56,5.48,RU,1611435064
Ust-Kuyga,70.0167,135.6,-44.48,77,90,1.72,RU,1611435064
Bubaque,11.2833,-15.8333,77.47,69,5,13.4,GW,1611435064
Verkhnyaya Balkariya,43.1279,43.4573,30.2,80,0,4.47,RU,1611435064
Kirakira,-10.4544,161.9205,82.42,71,100,7.18,SB,1611435065
Bluff,-46.6,168.3333,57.0,81,92,7.0,NZ,1611435065
Te Anau,-45.4167,167.7167,53.26,85,100,7.36,NZ,1611435065
Hermanus,-34.4187,19.2345,62.01,95,99,3.0,ZA,1611435065
Lebu,-37.6167,-73.65,64.29,78,5,18.48,CL,1611435065
Nikolskoye,59.7035,30.7861,33.8,86,90,6.71,RU,1611434833
Gorno-Altaysk,51.9561,85.955,4.06,89,100,2.28,RU,1611435024
Castro,-24.7911,-50.0119,69.26,89,100,4.34,BR,1611435066
Yeniseysk,58.4497,92.1703,-4.07,91,100,4.47,RU,1611435066
Santa Rosa,14.3122,121.1114,78.8,94,75,1.97,PH,1611435066
Siniscola,40.5719,9.6922,51.8,66,20,6.91,IT,1611435066
Chapais,49.7834,-74.8492,5.0,78,75,11.5,CA,1611435066
Los Gatos,37.2266,-121.9747,55.0,66,40,11.5,US,1611435067
Port-Gentil,-0.7193,8.7815,77.0,94,90,2.3,GA,1611435067
Aksarka,66.5606,67.7975,-39.96,82,15,1.34,RU,1611435067
Dikson,73.5069,80.5464,-16.89,90,93,6.46,RU,1611435067
Zhezkazgan,47.8043,67.7144,-8.01,89,0,2.01,KZ,1611435067
Albany,42.6001,-73.9662,21.99,42,2,11.01,US,1611435068
Limbach-Oberfrohna,50.8667,12.75,30.0,91,100,5.21,DE,1611435068
New Norfolk,-42.7826,147.0587,62.01,73,4,2.93,AU,1611435068
Meulaboh,4.1363,96.1285,75.52,90,64,4.23,ID,1611435068
San Cristobal,7.7669,-72.225,86.0,54,40,11.5,VE,1611435068
Hervey Bay,-25.2986,152.8535,75.0,88,54,8.05,AU,1611435069
Butaritari,3.0707,172.7902,79.63,80,73,11.27,KI,1611435069
Tarko-Sale,64.9225,77.785,-44.84,75,0,7.99,RU,1611435069
Tiksi,71.6872,128.8694,-42.18,79,35,5.23,RU,1611435069
Yellowknife,62.456,-114.3525,-18.99,76,75,3.44,CA,1611435069
Hakkâri Province,37.5833,44.1667,14.68,59,46,2.46,TR,1611434848
Samaná,19.2056,-69.3369,84.2,79,20,5.75,DO,1611435070
Tasiilaq,65.6145,-37.6368,14.0,57,24,4.61,GL,1611435070
Serenje,-13.2325,30.2352,63.09,98,100,6.44,ZM,1611435070
West Odessa,31.8424,-102.4988,62.01,59,1,9.22,US,1611435071
Fairbanks,64.8378,-147.7164,21.99,78,75,2.59,US,1611435003
Matara,5.9485,80.5353,72.25,89,1,7.65,LK,1611435071
Genhe,50.7833,121.5167,-1.25,90,98,1.05,CN,1611435071
Hofn,64.2539,-15.2082,34.27,83,100,29.77,IS,1611435071
Igarka,67.4667,86.5833,-37.68,72,0,3.71,RU,1611435072
Carnarvon,-24.8667,113.6333,73.4,64,75,13.8,AU,1611435072
Kaitangata,-46.2817,169.8464,64.0,43,99,11.01,NZ,1611435072
George Town,5.4112,100.3354,78.01,88,20,2.3,MY,1611435072
Paamiut,61.994,-49.6678,21.15,81,0,7.49,GL,1611435072
Pithora,21.2667,82.5167,60.26,37,0,2.19,IN,1611435073
Hamilton,39.1834,-84.5333,34.0,40,1,4.61,US,1611435064
Mahon,39.8885,4.2658,55.4,67,0,20.71,ES,1611435073
Port-Cartier,50.0334,-66.8654,23.0,73,100,10.36,CA,1611435073
Lüderitz,-26.6481,15.1594,72.25,45,100,27.47,NA,1611435074
Evensk,61.95,159.2333,-12.35,83,99,9.06,RU,1611435074
Avarua,-21.2078,-159.775,86.0,66,76,6.91,CK,1611435074
Severo-Kuril'sk,50.6789,156.125,22.35,95,89,31.9,RU,1611435074
Iqaluit,63.7506,-68.5145,12.2,85,20,12.66,CA,1611435074
Khatanga,71.9667,102.5,-26.99,85,100,11.21,RU,1611435074
Yakeshi,49.2833,120.7333,-0.89,91,34,1.81,CN,1611435075
Bom Jesus,-9.0744,-44.3586,78.28,55,66,5.3,BR,1611435075
Fresno,36.6666,-119.8343,52.0,71,75,5.75,US,1611435063
Bānsi,27.1833,82.9333,53.96,75,0,3.74,IN,1611435075
Busselton,-33.65,115.3333,62.01,88,81,3.83,AU,1611434830
Cherskiy,68.75,161.3,-24.34,86,100,5.46,RU,1611435076
Codrington,-38.2667,141.9667,69.13,56,100,7.87,AU,1611435076
Lagoa,39.05,-27.9833,61.95,86,100,16.13,PT,1611435076
Taksimo,56.3444,114.8794,-13.97,83,94,0.45,RU,1611435076
Sivaki,52.6333,126.75,-21.51,86,29,7.2,RU,1611435077
Sambava,-14.2667,50.1667,77.09,87,41,6.93,MG,1611435077
Cape Town,-33.9258,18.4232,68.0,82,75,11.5,ZA,1611434994
Muros,42.7762,-9.0603,55.99,87,100,5.01,ES,1611435077
Lavrentiya,65.5833,-171.0,-2.65,87,88,5.57,RU,1611435077
Shache,38.4167,77.2406,22.57,66,6,5.32,CN,1611435077
Taltal,-25.4,-70.4833,71.71,56,22,5.86,CL,1611435078
Zyryanka,65.75,150.85,-31.25,84,100,6.35,RU,1611435078
Saint Paul Harbor,57.79,-152.4072,41.0,52,1,11.5,US,1611435079
Ngawen,-7.0032,111.3129,74.75,90,100,4.16,ID,1611435079
Ribeira Grande,38.5167,-28.7,62.6,94,75,13.8,PT,1611435079
Husavik,66.0449,-17.3389,30.2,93,90,20.71,IS,1611435080
Makkah al Mukarramah,21.4267,39.8261,75.25,49,3,3.56,SA,1611435047
Ambon City,-3.6954,128.1814,78.8,89,40,6.91,ID,1611435080
Hong Kong,22.2855,114.1577,66.99,86,57,10.18,HK,1611435070
Bethel,41.3712,-73.414,28.4,26,1,16.11,US,1611435081
Comodoro Rivadavia,-45.8667,-67.5,66.2,42,20,16.11,AR,1611435081
Provideniya,64.3833,-173.3,6.31,83,26,2.91,RU,1611435081
Awjilah,29.1081,21.2869,49.98,46,0,6.02,LY,1611435081
Romanovskaya,47.5426,42.0285,34.2,88,100,11.07,RU,1611435081
Antón Lizardo,19.05,-95.9833,84.2,65,90,6.91,MX,1611435081
Bandarbeyla,9.4942,50.8122,74.23,70,100,18.03,SO,1611435082
Russell,32.3502,-85.1999,64.99,27,1,5.75,US,1611435082
Alice Springs,-23.7,133.8833,84.2,51,94,19.57,AU,1611435082
La Ronge,55.1001,-105.2842,-13.0,70,77,6.91,CA,1611435082
Ossora,59.2353,163.0719,-5.89,87,23,3.8,RU,1611435082
Drumheller,51.4617,-112.7101,15.8,79,100,11.5,CA,1611435082
Vágur,61.4732,-6.8119,38.66,74,91,11.12,FO,1611435083
Kendari,-3.945,122.4989,75.83,87,92,3.38,ID,1611435083
Chui,-33.6971,-53.4616,78.42,69,10,12.28,UY,1611435083
Bratslav,48.8226,28.9407,37.0,88,98,11.03,UA,1611435083
Aripuanã,-9.1667,-60.6333,83.23,78,27,1.41,BR,1611435084
Novoagansk,61.9449,76.6625,-44.23,79,98,5.79,RU,1611435085
Kalianget,-7.05,113.9333,79.45,82,100,6.33,ID,1611435085
Barrow,71.2906,-156.7887,6.8,78,1,17.27,US,1611435028
Saint-Joseph,-21.3667,55.6167,78.8,73,75,6.91,RE,1611435085
Yumen,40.2833,97.2,21.02,81,100,25.37,CN,1611435085
Lishui,28.4604,119.9103,48.63,80,93,3.87,CN,1611435085
Turbat,26.0023,63.044,52.14,29,0,12.62,PK,1611435086
Saint-Leu,-21.15,55.2833,78.8,73,75,6.91,RE,1611435086
Kysyl-Syr,63.8986,122.7617,-56.83,56,55,4.63,RU,1611435086
Lompoc,34.6391,-120.4579,51.01,81,90,5.75,US,1611434819
Kuchinarai,16.541,104.05,73.0,98,20,4.99,TH,1611435087
Cortez,37.3489,-108.5859,41.0,65,40,6.91,US,1611435087
Tuktoyaktuk,69.4541,-133.0374,-20.2,76,1,18.41,CA,1611435087
Vila Velha,-20.3297,-40.2925,82.4,74,20,10.36,BR,1611435087
Poli,-3.3333,36.8,60.42,93,100,2.98,TZ,1611435088
Illapel,-31.6308,-71.1653,82.76,38,0,9.15,CL,1611435088
Valparaíso,-33.0393,-71.6273,68.0,68,0,8.05,CL,1611435088
Nuuk,64.1835,-51.7216,23.0,58,1,3.44,GL,1611434870
Ancud,-41.8697,-73.8203,71.01,63,0,9.22,CL,1611435088
Darhan,49.4867,105.9228,6.84,93,100,4.07,MN,1611435088
Hay River,60.8156,-115.7999,-13.0,70,21,3.44,CA,1611434831
Esperance,-33.8667,121.9,64.4,88,90,9.22,AU,1611435089
Anito,12.4497,125.2886,75.83,90,57,4.79,PH,1611435089
Umluj,25.0213,37.2685,71.92,43,40,9.15,SA,1611435089
Aasiaat,68.7098,-52.8699,11.44,81,11,6.53,GL,1611435089
Aklavik,68.2191,-135.0107,-0.4,78,75,6.91,CA,1611435089
Harper,4.375,-7.7169,78.46,87,0,7.74,LR,1611435090
Marystown,47.1666,-55.1483,28.58,90,2,21.72,CA,1611435090
Saldanha,-33.0117,17.9442,66.2,72,94,14.97,ZA,1611435015
Port Elizabeth,-33.918,25.5701,68.0,88,40,18.41,ZA,1611435090
Fare,-16.7,-151.0167,81.0,72,1,14.05,PF,1611435090
Ulaanbaatar,47.9077,106.8832,-11.2,84,0,4.47,MN,1611435091
Flinders,-34.5833,150.8552,73.99,93,0,1.01,AU,1611435091
Talcahuano,-36.7167,-73.1167,66.2,72,0,11.5,CL,1611435091
Chokurdakh,70.6333,147.9167,-37.37,83,86,6.26,RU,1611435091
Lovozero,68.005,35.0117,-3.42,90,97,10.22,RU,1611435091
Srednekolymsk,67.45,153.6833,-29.31,84,100,7.72,RU,1611435092
Mirny,62.5353,113.9611,-48.8,76,49,4.32,RU,1611435092
Mujiayingzi,42.1167,118.7833,20.77,85,96,4.36,CN,1611435092
Hunucmá,21.0167,-89.8667,91.0,35,40,9.22,MX,1611435092
Yar-Sale,66.8333,70.8333,-40.2,81,17,2.68,RU,1611435092
Abomsa,9.9833,39.9833,62.29,39,61,2.46,ET,1611435092
Kerema,-7.9631,145.7785,78.76,76,100,3.96,PG,1611435093
Kieta,-6.2167,155.6333,79.43,68,100,3.58,PG,1611435093
Haines Junction,60.7522,-137.5108,3.2,85,100,1.81,CA,1611435093
Saint-Pierre,-21.3393,55.4781,78.8,73,75,6.91,RE,1611435093
Vestmanna,62.1564,-7.1664,32.0,86,75,12.46,FO,1611435093
Port Lincoln,-34.7333,135.8667,75.52,48,100,10.27,AU,1611435093
Sakakah,29.9697,40.2064,44.6,33,0,4.61,SA,1611435094
Polson,47.6936,-114.1632,30.0,64,88,0.54,US,1611435094
Beloha,-25.1667,45.05,77.79,84,57,12.73,MG,1611435094
Vestmannaeyjar,63.4427,-20.2734,30.96,90,20,27.51,IS,1611435094
Iracoubo,5.4802,-53.2011,77.72,89,100,12.24,GF,1611435094
Pandan,14.0453,124.1694,77.16,82,0,3.02,PH,1611435095
Ust'-Koksa,50.2696,85.6108,-1.05,84,100,2.68,RU,1611435095
Sept-Îles,50.2001,-66.3821,23.0,73,100,10.36,CA,1611435095
Alofi,-19.0595,-169.9187,84.2,74,75,5.75,NU,1611435095
Pangnirtung,66.1451,-65.7125,15.8,73,20,3.44,CA,1611435095
Bambous Virieux,-20.3428,57.7575,80.01,83,40,2.3,MU,1611435095
Nouadhibou,20.931,-17.0347,75.2,50,3,6.91,MR,1611435096
Rafrāf,37.1904,10.1837,53.6,66,40,3.44,TN,1611435096
Bannu,32.9854,70.6027,46.13,38,0,5.95,PK,1611435096
Molugan,8.5375,124.5622,73.99,93,100,5.01,PH,1611435096
Bahía Blanca,-38.7196,-62.2724,104.34,13,0,7.4,AR,1611435096
Bilma,18.6853,12.9164,61.86,25,0,8.12,NE,1611435096
Thompson,55.7435,-97.8558,-9.4,70,90,10.36,CA,1611435097
Hirara,24.8,125.2833,66.18,80,74,27.78,JP,1611435097
Saint George,37.1041,-113.5841,51.01,43,20,5.75,US,1611435097
Belmonte,-15.8631,-38.8828,82.4,78,75,5.75,BR,1611435097
Upernavik,72.7868,-56.1549,20.57,82,98,6.8,GL,1611435097
Swellendam,-34.0226,20.4417,62.6,94,100,9.22,ZA,1611435098
Craig,40.5153,-107.5464,35.6,64,90,21.85,US,1611435098
Berlevåg,70.8578,29.0864,23.02,95,100,29.75,NO,1611435098
Mossamedes,-15.1961,12.1522,74.93,76,82,5.26,AO,1611435098
Hambantota,6.1241,81.1185,73.4,100,0,6.91,LK,1611435099
Dubbo,-32.25,148.6167,75.2,57,0,5.75,AU,1611435006
Saint-François,46.4154,3.9054,39.2,81,75,10.36,FR,1611435099
Jaciara,-15.9653,-54.9683,83.97,71,45,4.23,BR,1611435099
Varhaug,58.6147,5.6457,32.0,93,75,6.91,NO,1611435099
Arica,-18.475,-70.3042,71.6,68,0,14.97,CL,1611435099
Oeiras do Pará,-2.0031,-49.8544,84.61,62,16,2.82,BR,1611435100
Nūzvīd,16.7833,80.85,66.4,93,0,1.95,IN,1611435100
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,91.0,49,71,5.99,AR,1611435100
Kampene,-3.6,26.6667,70.18,95,100,1.3,CD,1611435100
Cidreira,-30.1811,-50.2056,77.68,79,0,20.09,BR,1611435100
Castro Alves,-12.7656,-39.4283,76.5,70,100,9.17,BR,1611435100
Plouzané,48.3833,-4.6167,39.2,93,0,3.44,FR,1611435101
Flin Flon,54.7682,-101.865,-7.6,64,75,10.36,CA,1611435101
Kavaratti,10.5669,72.642,80.91,73,42,10.8,IN,1611435101
Caravelas,-17.7125,-39.2481,76.55,81,98,6.87,BR,1611435101
Örnsköldsvik,63.2909,18.7153,17.6,100,90,5.75,SE,1611435101
Plettenberg Bay,-34.0527,23.3716,68.61,74,54,8.72,ZA,1611434944
Port Alfred,-33.5906,26.891,68.0,94,85,5.99,ZA,1611435102
Seoul,37.5683,126.9778,33.8,80,0,4.61,KR,1611435102
El Porvenir,13.7617,-87.3458,96.8,36,40,13.8,HN,1611435103
Acapulco de Juárez,16.8634,-99.8901,84.2,70,75,10.36,MX,1611434972
Borogontsy,62.6683,131.1683,-52.83,76,100,5.01,RU,1611435103
Monrovia,6.3005,-10.7969,77.0,94,20,8.57,LR,1611435103
Pochutla,15.7432,-96.4661,88.0,51,75,9.22,MX,1611435103
Teahupoo,-17.8333,-149.2667,86.0,66,40,8.05,PF,1611435103
Kuching,1.55,110.3333,77.0,94,40,2.3,MY,1611435104
Kenai,60.5544,-151.2583,36.0,75,90,21.85,US,1611435104
Haselünne,52.6667,7.4833,35.01,93,100,3.4,DE,1611435104
Muravlenko,63.7898,74.523,-45.85,78,43,8.86,RU,1611435104
Wu’an,31.6836,112.0044,44.64,77,46,3.04,CN,1611435104
Olinda,-8.0089,-34.8553,80.6,65,75,12.66,BR,1611435104
Kobrinskoye,59.4225,30.1239,33.8,86,90,6.71,RU,1611435105
Takoradze,4.8845,-1.7554,79.61,81,70,8.88,GH,1611435105
Isangel,-19.55,169.2667,77.67,88,100,7.31,VU,1611435105
Jacmel,18.2342,-72.5347,86.0,54,20,10.36,HT,1611435105
Marsá Maţrūḩ,31.3525,27.2453,51.8,71,0,2.42,EG,1611435105
Senno,59.5336,33.9167,32.74,97,99,5.19,RU,1611435105
Port Moresby,-9.4431,147.1797,77.0,94,75,3.44,PG,1611434942
Tolaga Bay,-38.3667,178.3,73.71,53,15,3.94,NZ,1611435106
Kita,13.0349,-9.4895,75.6,17,100,5.08,ML,1611435106
Zhicheng,30.2956,111.5047,44.01,87,15,2.26,CN,1611435106
Visnes,59.3556,5.2242,36.0,93,20,11.5,NO,1611435106
Nador,35.174,-2.9287,59.0,72,0,8.05,MA,1611435107
Mabaruma,8.2,-59.7833,79.72,74,77,6.8,GY,1611435107
College,64.8569,-147.8028,21.99,78,75,2.59,US,1611435107
Donegal,54.65,-8.1167,33.8,86,0,8.05,IE,1611435107
Touros,-5.1989,-35.4608,82.4,65,40,13.8,BR,1611435107
Rio das Pedras,-22.8433,-47.6061,82.99,57,40,17.27,BR,1611435108
Jiazi,22.8779,116.067,61.52,85,100,16.55,CN,1611435109
Broken Hill,-31.95,141.4333,87.8,18,100,11.5,AU,1611435109
Clyde River,70.4692,-68.5914,-9.4,84,20,5.75,CA,1611435109
Puerto Ayacucho,5.6639,-67.6236,87.62,62,82,3.31,VE,1611434935
Kiunga,-6.1219,141.2906,71.47,98,100,3.36,PG,1611435109
Mar del Plata,-38.0023,-57.5575,82.4,69,0,16.11,AR,1611435024
Torbay,47.6666,-52.7314,26.01,93,90,16.11,CA,1611435110
Paysandu,-32.3214,-58.0756,96.01,38,7,1.99,UY,1611435106
Christchurch,-43.5333,172.6333,64.0,77,100,6.91,NZ,1611434994
Boden,65.8252,21.6886,10.4,92,90,11.5,SE,1611435110
Coffs Harbour,-30.3,153.1333,71.6,73,0,12.66,AU,1611435110
Margate,51.3813,1.3862,37.0,73,0,5.01,GB,1611435111
